Randomizer Version: 4.6.1
Random Seed: 4635469872613
Settings String: 322QQgEAgj8AP8AAgEBAAIeIQAEFAAAFAACAQABAAAAAAAAAAAAMgQyAQAICTIGBAAyAAEAC0VtZXJhbGQgKFMpUTTsZePDOIo=

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ITEM

063 ABRA -> KADABRA
HP  25 
ATK 20 
DEF 15 
SPA 105
SPD 55 
SPE 90 
Level 1 : ENFADO
Egg Moves:
 - MIMÉTICO
 - DERRIBO
 - GAS VENENOSO
 - FUEGO FATUO
 - VELO SAGRADO
 - ADAPTACIÓN

064 KADABRA -> ALAKAZAM
HP  40 
ATK 35 
DEF 30 
SPA 120
SPD 70 
SPE 105
Level 1 : MANTO ESPEJO
Level 1 : SOL MATINAL
Level 1 : RUEDA FUEGO
Level 16: CONFUSIÓN
Level 18: ARAÑAZO
Level 21: GIRO RÁPIDO
Level 23: FUEGOSAGRADO
Level 25: POLUCIÓN
Level 30: NIEBLA
Level 33: FURIA DRAGÓN
Level 36: MEDITACIÓN
Level 43: MASA CÓSMICA

065 ALAKAZAM ->  (no evolution)
HP  55 
ATK 50 
DEF 45 
SPA 135
SPD 85 
SPE 120
Level 1 : HUESO PALO
Level 1 : CHUPAVIDAS
Level 1 : ANILLO ÍGNEO
Level 16: TAJO CRUZADO
Level 18: ONDA TRUENO
Level 21: ALBOROTO
Level 23: MOV. SÍSMICO
Level 25: PEDRADA
Level 30: RIZO DEFENSA
Level 33: PODER OCULTO
Level 36: DESLUMBRAR
Level 43: CONFUSIÓN

066 MACHOP -> MACHOKE
HP  70 
ATK 80 
DEF 50 
SPA 35 
SPD 35 
SPE 35 
Level 1 : HIP.COLMILLO
Level 1 : GOLPE CUERPO
Level 7 : DULCE AROMA
Level 13: ESQUEMA
Level 19: RUEDA FUEGO
Level 22: GIGADRENADO
Level 25: MOFA
Level 31: MARTILLAZO
Level 37: CAPA MÁGICA
Level 40: DANZA PÉTALO
Level 43: REPETICIÓN
Level 49: DEMOLICIÓN
Egg Moves:
 - CERCA
 - FURIA
 - ATRACCIÓN
 - AGUA LODOSA
 - OTRA VEZ
 - SUPERSÓNICO
 - DESLUMBRAR

067 MACHOKE -> MACHAMP
HP  80 
ATK 100
DEF 70 
SPA 50 
SPD 60 
SPE 45 
Level 1 : CONTONEO
Level 1 : BOLA NEBLINA
Level 1 : TRITURAR
Level 7 : FUEGOSAGRADO
Level 13: RAYO CONFUSO
Level 19: POLVO VENENO
Level 22: DESARROLLO
Level 25: PLANTA FEROZ
Level 33: REDUCCIÓN
Level 41: CARA SUSTO
Level 46: GOLPE KARATE
Level 51: DISP. DEMORA
Level 59: ATAQUE ALA

068 MACHAMP ->  (no evolution)
HP  90 
ATK 130
DEF 80 
SPA 65 
SPD 85 
SPE 55 
Level 1 : DIVIDE DOLOR
Level 1 : ROBO
Level 1 : GOLPE CUERPO
Level 7 : DANZA LLUVIA
Level 13: DAÑO SECRETO
Level 19: GARRA DRAGÓN
Level 22: CONTONEO
Level 25: VIENTO PLATA
Level 33: SOL MATINAL
Level 41: VENTISCA
Level 46: DOBLEBOFETÓN
Level 51: ATRACCIÓN
Level 59: BRAZO PINCHO

069 BELLSPROUT -> WEEPINBELL
HP  50 
ATK 75 
DEF 35 
SPA 70 
SPD 30 
SPE 40 
Level 1 : ENFADO
Level 6 : DOBLE FILO
Level 11: ADAPTACIÓN
Level 15: FOCO ENERGÍA
Level 17: CHIRRIDO
Level 19: RAYO CONFUSO
Level 23: AGILIDAD
Level 30: PLACAJE ELÉC
Level 37: GARRA DRAGÓN
Level 45: BOLA NEBLINA
Egg Moves:
 - ELECTROCAÑÓN
 - FURIA
 - PUÑO COMETA
 - AUTODESTRUC
 - ESTALLIDO
 - REFUERZO
 - AGILIDAD

070 WEEPINBELL -> VICTREEBEL
HP  65 
ATK 90 
DEF 50 
SPA 85 
SPD 45 
SPE 55 
Level 1 : GUILLOTINA
Level 1 : ESTALLIDO
Level 1 : GOLPE
Level 6 : ANULACIÓN
Level 11: PUÑO TRUENO
Level 15: PARANORMAL
Level 17: GRUÑIDO
Level 19: PUÑO SOMBRA
Level 24: ALA DE ACERO
Level 33: TELETRANSP
Level 42: RESPLANDOR
Level 54: TRITURAR

071 VICTREEBEL ->  (no evolution)
HP  80 
ATK 105
DEF 65 
SPA 100
SPD 60 
SPE 70 
Level 1 : CARÁMBANO
Level 1 : PATADA ÍGNEA
Level 1 : DRAGOALIENTO
Level 1 : BOLA SOMBRA

072 TENTACOOL -> TENTACRUEL
HP  40 
ATK 40 
DEF 35 
SPA 50 
SPD 100
SPE 70 
Level 1 : HIDROCAÑÓN
Level 6 : AMORTIGUADOR
Level 12: PANTALLA LUZ
Level 19: RÁFAGA
Level 25: DANZA ESPADA
Level 30: REFUERZO
Level 36: DOBLEATAQUE
Level 43: MALICIOSO
Level 49: PREMONICIÓN
Egg Moves:
 - FUEGO FATUO
 - VENGANZA
 - AMORTIGUADOR
 - MEGAPATADA
 - DIVIDE DOLOR
 - AGUANTE

073 TENTACRUEL ->  (no evolution)
HP  80 
ATK 70 
DEF 65 
SPA 80 
SPD 120
SPE 100
Level 1 : AGILIDAD
Level 1 : BOMBA HUEVO
Level 1 : METEOROBOLA
Level 6 : PUÑO HIELO
Level 12: BOSTEZO
Level 19: DOBLE FILO
Level 25: RAYO AURORA
Level 30: AMORTIGUADOR
Level 38: CONTONEO
Level 47: COLA FÉRREA
Level 55: LENGÜETAZO

074 GEODUDE -> GRAVELER
HP  40 
ATK 80 
DEF 100
SPA 30 
SPD 30 
SPE 20 
Level 1 : ESTÍMULO
Level 1 : LLAMARADA
Level 6 : CAMPANA CURA
Level 11: FALSOTORTAZO
Level 16: ESPORAGODÓN
Level 21: DISP. DEMORA
Level 26: ARRAIGO
Level 31: SILBATO
Level 36: BOSTEZO
Level 41: ENFADO
Level 46: DRENADORAS
Egg Moves:
 - LÁTIGO
 - PREMONICIÓN
 - SALPICAR

075 GRAVELER -> GOLEM
HP  55 
ATK 95 
DEF 115
SPA 45 
SPD 45 
SPE 35 
Level 1 : CARA SUSTO
Level 1 : RESERVA
Level 1 : DAÑO SECRETO
Level 1 : MEGAPATADA
Level 6 : DRAGOALIENTO
Level 11: GARRA BRUTAL
Level 16: DANZA PLUMA
Level 21: LÁTIGO CEPA
Level 29: PSICOONDA
Level 37: SÍNTESIS
Level 45: RAYO
Level 53: ESTALLIDO
Level 62: CERCA

076 GOLEM ->  (no evolution)
HP  80 
ATK 110
DEF 130
SPA 55 
SPD 65 
SPE 45 
Level 1 : GANCHO ALTO
Level 1 : DANZA PLUMA
Level 1 : FRUSTRACIÓN
Level 1 : ATAQUE AÉREO
Level 6 : IMAGEN
Level 11: TIRO VITAL
Level 16: AGUA LODOSA
Level 21: PODER OCULTO
Level 29: SUMISIÓN
Level 37: DESARME
Level 45: MÁS PSIQUE
Level 53: TENAZA
Level 62: DESENROLLAR

077 PONYTA -> RAPIDASH
HP  50 
ATK 85 
DEF 55 
SPA 65 
SPD 65 
SPE 90 
Level 1 : COLMILLO VEN
Level 5 : CANTO MORTAL
Level 9 : AGUANTE
Level 14: DESENROLLAR
Level 19: ARMAD. ÁCIDA
Level 25: CHISPA
Level 31: PODER PASADO
Level 38: AYUDA
Level 45: SUMISIÓN
Level 53: TRUENO
Egg Moves:
 - VENTISCA
 - SILBATO
 - HUESOMERANG
 - RAYO SOLAR
 - V. CORTANTE
 - RUEDA FUEGO

078 RAPIDASH ->  (no evolution)
HP  65 
ATK 100
DEF 70 
SPA 80 
SPD 80 
SPE 105
Level 1 : POLUCIÓN
Level 1 : NIEVE POLVO
Level 1 : DISP. DEMORA
Level 1 : HOJA MÁGICA
Level 5 : INTERCAMBIO
Level 9 : PARANORMAL
Level 14: LANZALLAMAS
Level 19: PISTOLA AGUA
Level 25: CANTO
Level 31: DESLUMBRAR
Level 38: DANZA DRAGÓN
Level 40: HOJA AFILADA
Level 50: PIN MISIL
Level 63: SONÁMBULO

079 SLOWPOKE -> SLOWBRO
HP  90 
ATK 65 
DEF 65 
SPA 40 
SPD 40 
SPE 15 
Level 1 : CUCHILLADA
Level 1 : DIVIDE DOLOR
Level 1 : DAÑO SECRETO
Level 6 : CORPULENCIA
Level 15: AVALANCHA
Level 20: TAJO CRUZADO
Level 29: PSÍQUICO
Level 34: IMPRESIONAR
Level 43: VEL. EXTREMA
Level 48: PERFORADOR
Egg Moves:
 - GOLPES FURIA
 - PUÑO TRUENO
 - TORBELLINO
 - NEBLINA
 - LUZ LUNAR
 - PARALIZADOR
 - RUEDA FUEGO

080 SLOWBRO ->  (no evolution)
HP  95 
ATK 75 
DEF 110
SPA 100
SPD 80 
SPE 30 
Level 1 : FORTALEZA
Level 1 : PARALIZADOR
Level 1 : DOBLEBOFETÓN
Level 1 : RUEDA FUEGO
Level 6 : PLACAJE ELÉC
Level 15: GOLPE CUERPO
Level 20: RAYO BURBUJA
Level 29: BURBUJA
Level 34: FRUSTRACIÓN
Level 37: TIRO VITAL
Level 46: DESARME
Level 54: AFILAR

081 MAGNEMITE -> MAGNETON
HP  25 
ATK 35 
DEF 70 
SPA 95 
SPD 55 
SPE 45 
Level 1 : CHAPOTEOLODO
Level 1 : VIENTO HIELO
Level 6 : CONTONEO
Level 11: SALPICADURA
Level 16: PISTOLA AGUA
Level 21: CONTADOR
Level 26: RASTREO
Level 32: DANZA ESPADA
Level 38: MISMODESTINO
Level 44: PUÑO MAREO
Level 50: BATIDO

082 MAGNETON ->  (no evolution)
HP  50 
ATK 60 
DEF 95 
SPA 120
SPD 70 
SPE 70 
Level 1 : GARRA DRAGÓN
Level 1 : PIN MISIL
Level 1 : FURIA DRAGÓN
Level 1 : HOJA AGUDA
Level 6 : BARRERA
Level 11: FUEGOSAGRADO
Level 16: SOL MATINAL
Level 21: MISMODESTINO
Level 26: DOBLEBOFETÓN
Level 35: TERREMOTO
Level 44: RASTREO
Level 53: MEDITACIÓN
Level 62: GOLPES FURIA

083 FARFETCH’D ->  (no evolution)
HP  52 
ATK 65 
DEF 55 
SPA 58 
SPD 62 
SPE 60 
Level 1 : DEMOLICIÓN
Level 6 : DESARROLLO
Level 11: PUÑO CERTERO
Level 16: PSICOONDA
Level 21: RIZO DEFENSA
Level 26: INTERCAMBIO
Level 31: ATAQUE ALA
Level 36: DRENADORAS
Level 41: DANZA PLUMA
Level 46: BOTE
Egg Moves:
 - BOLA NEBLINA
 - MALDICIÓN
 - NIEVE POLVO
 - AVALANCHA
 - ESTALLIDO
 - COLA VENENO
 - PSICOONDA
 - RAYO SOLAR

084 DODUO -> DODRIO
HP  35 
ATK 85 
DEF 45 
SPA 35 
SPD 35 
SPE 75 
Level 1 : PALIZA
Level 1 : ESTALLIDO
Level 9 : REMOLINO
Level 13: PUÑO MAREO
Level 21: CANTO
Level 25: RAYO CONFUSO
Level 33: POLUCIÓN
Level 37: HUESOMERANG
Level 45: DESCANSO
Egg Moves:
 - RESTRICCIÓN
 - RÁFAGA
 - SOL MATINAL
 - ATAQUE ARENA
 - CUCHILLADA
 - REPETICIÓN

085 DODRIO ->  (no evolution)
HP  60 
ATK 110
DEF 70 
SPA 60 
SPD 60 
SPE 100
Level 1 : PROTECCIÓN
Level 1 : MORDISCO
Level 1 : DANZA PÉTALO
Level 1 : GANCHO ALTO
Level 9 : RECURRENTE
Level 13: COLA VENENO
Level 21: TAMBOR
Level 25: TORMENTO
Level 38: BESO AMOROSO
Level 47: BOMBA HUEVO
Level 60: KINÉTICO

086 SEEL -> DEWGONG
HP  65 
ATK 45 
DEF 55 
SPA 45 
SPD 70 
SPE 45 
Level 1 : GOLPE AÉREO
Level 9 : COLA VENENO
Level 17: FIJAR BLANCO
Level 21: PUÑO COMETA
Level 29: DESTRUCTOR
Level 37: RAYO HIELO
Level 41: BLOQUEO
Level 49: RENCOR
Egg Moves:
 - FISURA
 - CHISPA
 - FURIA
 - RUEDA FUEGO
 - LANZALLAMAS
 - DOBLE PATADA
 - SILBATO
 - ONDA TRUENO

087 DEWGONG ->  (no evolution)
HP  90 
ATK 70 
DEF 80 
SPA 70 
SPD 95 
SPE 70 
Level 1 : VELO SAGRADO
Level 1 : CORNADA
Level 1 : ANILLO ÍGNEO
Level 1 : PODER PASADO
Level 9 : PUÑO METEORO
Level 17: ATAQUE ARENA
Level 21: ESFUERZO
Level 29: DISP. DEMORA
Level 34: DESTRUCTOR
Level 42: BOMBA HUEVO
Level 51: AGUANTE
Level 64: PSICOATAQUE

088 GRIMER -> MUK
HP  80 
ATK 80 
DEF 50 
SPA 40 
SPD 50 
SPE 25 
Level 1 : AGUANTE
Level 1 : PSÍQUICO
Level 4 : BESO AMOROSO
Level 8 : CICLÓN
Level 13: BRAZO PINCHO
Level 19: RUGIDO
Level 26: TELARAÑA
Level 34: FUEGOSAGRADO
Level 43: METEOROBOLA
Level 53: LADRÓN
Egg Moves:
 - LLANTO FALSO
 - HUESOMERANG
 - SILBATO
 - ENFADO
 - SUSTITUTO
 - DESARME
 - FIJAR BLANCO

089 MUK ->  (no evolution)
HP  105
ATK 105
DEF 75 
SPA 65 
SPD 100
SPE 50 
Level 1 : RAYO HIELO
Level 1 : PALIZA
Level 1 : IMAGEN
Level 4 : TORM. ARENA
Level 8 : ENFADO
Level 13: ALIVIO
Level 19: SILBATO
Level 26: MÁS PSIQUE
Level 34: ESPORAGODÓN
Level 47: RETROCESO
Level 61: PLACAJE ELÉC

090 SHELLDER -> CLOYSTER
HP  30 
ATK 65 
DEF 100
SPA 45 
SPD 25 
SPE 40 
Level 1 : LLAMARADA
Level 1 : RUEDA FUEGO
Level 9 : CORTEFURIA
Level 17: DOBLE RAYO
Level 25: DOBLE FILO
Level 33: HIDROCAÑÓN
Level 41: MISMODESTINO
Level 49: PSÍQUICO
Egg Moves:
 - DRAGOALIENTO
 - RECUPERACIÓN
 - PSÍQUICO
 - BOFETÓN LODO
 - PUÑO HIELO
 - ABSORBER

091 CLOYSTER ->  (no evolution)
HP  50 
ATK 95 
DEF 180
SPA 85 
SPD 45 
SPE 70 
Level 1 : FINTA
Level 1 : GOLPE CUERPO
Level 1 : MÁS PSIQUE
Level 1 : LANZARROCAS
Level 33: REPETICIÓN
Level 41: RESERVA

092 GASTLY -> HAUNTER
HP  30 
ATK 35 
DEF 30 
SPA 100
SPD 35 
SPE 80 
Level 1 : PARANORMAL
Level 1 : GOLPE CUERPO
Level 8 : GANCHO ALTO
Level 13: IMPACTRUENO
Level 16: ANILLO ÍGNEO
Level 21: RIZO DEFENSA
Level 28: CAMUFLAJE
Level 33: BOLA SOMBRA
Level 36: ESTALLIDO
Egg Moves:
 - DISP. DEMORA
 - HOJA MÁGICA
 - CANTO MORTAL
 - FUERZA BRUTA
 - MAGNITUD
 - RAYO BURBUJA
 - DEF. FÉRREA

093 HAUNTER -> GENGAR
HP  45 
ATK 50 
DEF 45 
SPA 115
SPD 55 
SPE 95 
Level 1 : BATIDO
Level 1 : TRUENO
Level 1 : BOMBA HUEVO
Level 8 : DANZA LLUVIA
Level 13: TRAGAR
Level 16: PROTECCIÓN
Level 21: ANULACIÓN
Level 25: BESO DULCE
Level 31: SOFOCO
Level 39: REPETICIÓN
Level 48: PREMONICIÓN

094 GENGAR ->  (no evolution)
HP  60 
ATK 65 
DEF 60 
SPA 130
SPD 75 
SPE 110
Level 1 : MALDICIÓN
Level 1 : PISTOLA AGUA
Level 1 : ONDA VOLTIO
Level 8 : SOMNÍFERO
Level 13: SEÑUELO
Level 16: RETROCESO
Level 21: GIRO RÁPIDO
Level 25: ALIVIO
Level 31: CHIRRIDO
Level 39: LANZALLAMAS
Level 48: METEOROBOLA

095 ONIX -> STEELIX
HP  35 
ATK 45 
DEF 160
SPA 30 
SPD 45 
SPE 70 
Level 1 : CONTONEO
Level 1 : TERREMOTO
Level 9 : SALPICADURA
Level 13: PICOTAZO VEN
Level 21: BUCLE ARENA
Level 25: VENTISCA
Level 33: DRENADORAS
Level 37: ESTALLIDO
Level 45: REFUGIO
Level 49: MAGNITUD
Level 57: NEBLINA
Egg Moves:
 - TAJO CRUZADO
 - DERRIBO
 - VEL. EXTREMA
 - ARMAD. ÁCIDA

096 DROWZEE -> HYPNO
HP  60 
ATK 48 
DEF 45 
SPA 43 
SPD 90 
SPE 42 
Level 1 : PAZ MENTAL
Level 1 : HIDROPULSO
Level 10: SOFOCO
Level 18: ESPORA
Level 25: PUÑO TRUENO
Level 31: NIEVE POLVO
Level 36: ATAQUE ÓSEO
Level 40: MOFA
Level 43: LADRÓN
Level 45: INVERSIÓN
Egg Moves:
 - MASA CÓSMICA
 - CARGA
 - ANTOJO
 - PARALIZADOR
 - CAPA MÁGICA
 - GIRO FUEGO

097 HYPNO ->  (no evolution)
HP  85 
ATK 73 
DEF 70 
SPA 73 
SPD 115
SPE 67 
Level 1 : OTRA VEZ
Level 1 : MÁS PSIQUE
Level 1 : SUPERDIENTE
Level 1 : TRITURAR
Level 10: HUESO PALO
Level 18: FRÍO POLAR
Level 25: MEGAPATADA
Level 33: CONTADOR
Level 40: HIPNOSIS
Level 49: DESCANSO
Level 55: ESQUEMA
Level 60: PUÑO COMETA

098 KRABBY -> KINGLER
HP  30 
ATK 105
DEF 90 
SPA 25 
SPD 25 
SPE 50 
Level 1 : PUÑO MAREO
Level 5 : HUESO PALO
Level 12: PODER PASADO
Level 16: DRENADORAS
Level 23: SUPERSÓNICO
Level 27: RAPIDEZ
Level 34: IMPRESIONAR
Level 41: AZOTE
Level 45: SUPERDIENTE
Egg Moves:
 - PATADA ÍGNEA
 - SILBATO
 - TRIPLEPATADA
 - FURIA DRAGÓN
 - IMPACTRUENO
 - MEGAAGOTAR
 - GIRO RÁPIDO

099 KINGLER ->  (no evolution)
HP  55 
ATK 130
DEF 115
SPA 50 
SPD 50 
SPE 75 
Level 1 : DISP. LODO
Level 1 : GARRA BRUTAL
Level 1 : FUERZA BRUTA
Level 5 : PANTALLAHUMO
Level 12: PRESA
Level 16: PARALIZADOR
Level 23: PUÑO MAREO
Level 27: TRUENO
Level 38: SUMISIÓN
Level 49: GOLPE
Level 57: GOLPE AÉREO

100 VOLTORB -> ELECTRODE
HP  40 
ATK 30 
DEF 50 
SPA 55 
SPD 55 
SPE 100
Level 1 : V. CORTANTE
Level 1 : HIPERRAYO
Level 8 : TRITURAR
Level 15: RIZO DEFENSA
Level 21: IMPACTRUENO
Level 27: MALDICIÓN
Level 32: PLANTA FEROZ
Level 37: MAL DE OJO
Level 42: DRAGOALIENTO
Level 46: NEBLINA
Level 49: EMPUJÓN

101 ELECTRODE ->  (no evolution)
HP  60 
ATK 50 
DEF 70 
SPA 80 
SPD 80 
SPE 140
Level 1 : MISMODESTINO
Level 1 : RAYO
Level 1 : ALIVIO
Level 1 : GARRA METAL
Level 8 : SUSTITUTO
Level 15: FURIA
Level 21: FUEGO FATUO
Level 27: ATAQUE AÉREO
Level 34: HUESOMERANG
Level 41: TRANSFORM
Level 48: DOBLE PATADA
Level 54: GRUÑIDO
Level 59: PRESENTE

102 EXEGGCUTE -> EXEGGUTOR
HP  60 
ATK 40 
DEF 80 
SPA 60 
SPD 45 
SPE 40 
Level 1 : VENGANZA
Level 1 : TORNADO
Level 1 : LLAMARADA
Level 7 : RESIDUOS
Level 13: LENGÜETAZO
Level 19: GANCHO ALTO
Level 25: REFUERZO
Level 31: GARRA BRUTAL
Level 37: ARAÑAZO
Level 43: BESO DULCE
Egg Moves:
 - TAMBOR
 - HIPNOSIS
 - LLAMARADA
 - DESLUMBRAR
 - RUEDA FUEGO
 - MAL DE OJO
 - ATRACCIÓN

103 EXEGGUTOR ->  (no evolution)
HP  95 
ATK 95 
DEF 85 
SPA 125
SPD 65 
SPE 55 
Level 1 : MOV. SÍSMICO
Level 1 : HIDROCAÑÓN
Level 1 : HIP.COLMILLO
Level 19: GANCHO ALTO
Level 31: AIRE AFILADO

104 CUBONE -> MAROWAK
HP  50 
ATK 50 
DEF 95 
SPA 40 
SPD 50 
SPE 35 
Level 1 : BRAZO PINCHO
Level 5 : CAPA MÁGICA
Level 9 : PARANORMAL
Level 13: PANTALLAHUMO
Level 17: COLA FÉRREA
Level 21: TUMBA ROCAS
Level 25: PUÑO HIELO
Level 29: MEGAPATADA
Level 33: CABEZAZO
Level 37: ENFADO
Level 41: LÁTIGO CEPA
Level 45: AULLIDO
Egg Moves:
 - MALDICIÓN
 - DÍA SOLEADO
 - HIPNOSIS
 - CHAPOTEOLODO
 - TORMENTO
 - EXPLOSIÓN
 - CORNADA

105 MAROWAK ->  (no evolution)
HP  60 
ATK 80 
DEF 110
SPA 50 
SPD 80 
SPE 45 
Level 1 : FURIA
Level 1 : PUÑO CERTERO
Level 1 : MARTILLAZO
Level 1 : PATADA ÍGNEA
Level 5 : PODER PASADO
Level 9 : GAS VENENOSO
Level 13: ALIVIO
Level 17: PANTALLA LUZ
Level 21: PUÑO FUEGO
Level 25: BESO DULCE
Level 32: IMPRESIONAR
Level 39: RELAJO
Level 46: HOJA AFILADA
Level 53: ELECTROCAÑÓN
Level 61: RESERVA

106 HITMONLEE ->  (no evolution)
HP  50 
ATK 120
DEF 53 
SPA 35 
SPD 110
SPE 87 
Level 1 : TIRO VITAL
Level 1 : CUCHILLADA
Level 6 : REFUERZO
Level 11: DÍA SOLEADO
Level 16: PISTOLA AGUA
Level 20: FALSOTORTAZO
Level 21: OTRA VEZ
Level 26: DOBLE FILO
Level 31: PRESA
Level 36: TERREMOTO
Level 41: TRIATAQUE
Level 46: RAYO HIELO
Level 51: PATADA ÍGNEA

107 HITMONCHAN ->  (no evolution)
HP  50 
ATK 105
DEF 79 
SPA 35 
SPD 110
SPE 76 
Level 1 : MISMODESTINO
Level 1 : DANZA PÉTALO
Level 7 : GOLPE KARATE
Level 13: BOLA HIELO
Level 20: ESCUPIR
Level 26: REMOLINO
Level 26: MARTILLAZO
Level 26: COLA FÉRREA
Level 32: AGILIDAD
Level 38: MEDITACIÓN
Level 44: MAGNITUD
Level 50: VIENTO HIELO

108 LICKITUNG ->  (no evolution)
HP  90 
ATK 55 
DEF 75 
SPA 60 
SPD 75 
SPE 30 
Level 1 : RESPLANDOR
Level 7 : RECICLAJE
Level 12: RESERVA
Level 18: LLAMARADA
Level 23: ANTOJO
Level 29: RUEDA FUEGO
Level 34: RASTREO
Level 40: OTRA VEZ
Level 45: CHUPAVIDAS
Level 51: HOJA AFILADA
Egg Moves:
 - CHIRRIDO
 - PREMONICIÓN
 - PEDRADA
 - GIGADRENADO
 - DRENADORAS
 - RIZO DEFENSA
 - TELETRANSP
 - ONDA VOLTIO

109 KOFFING -> WEEZING
HP  40 
ATK 65 
DEF 95 
SPA 60 
SPD 45 
SPE 35 
Level 1 : ABSORBER
Level 1 : FUERZA BRUTA
Level 9 : AIRE AFILADO
Level 17: TERREMOTO
Level 21: DULCE AROMA
Level 25: FINTA
Level 33: REFLEJO
Level 41: CONVERSIÓN
Level 45: CARGA
Level 49: HIDROCAÑÓN
Egg Moves:
 - V. CORTANTE
 - AUTODESTRUC
 - PATADA ÍGNEA
 - ESQUEMA
 - ENFADO
 - AYUDA

110 WEEZING ->  (no evolution)
HP  65 
ATK 90 
DEF 120
SPA 85 
SPD 70 
SPE 60 
Level 1 : REFUGIO
Level 1 : ARRAIGO
Level 1 : MEGAAGOTAR
Level 1 : HOJA AGUDA
Level 9 : CANTO MORTAL
Level 17: ANILLO ÍGNEO
Level 21: SALPICADURA
Level 25: RUEDA FUEGO
Level 33: TELETRANSP
Level 44: PODER OCULTO
Level 51: AGUA LODOSA
Level 58: ADAPTACIÓN

111 RHYHORN -> RHYDON
HP  80 
ATK 85 
DEF 95 
SPA 30 
SPD 30 
SPE 25 
Level 1 : PERSECUCIÓN
Level 1 : GOLPE
Level 10: ENCANTO
Level 15: MEGAAGOTAR
Level 24: ARAÑAZO
Level 29: RÁFAGA
Level 38: REMOLINO
Level 43: DETECCIÓN
Level 52: CONVERSIÓN2
Level 57: COLA FÉRREA
Egg Moves:
 - DEMOLICIÓN
 - DÍA DE PAGO
 - RÁFAGA
 - INVERSIÓN
 - LANZALLAMAS
 - PSICOATAQUE
 - RUGIDO
 - MIMÉTICO

112 RHYDON ->  (no evolution)
HP  105
ATK 130
DEF 120
SPA 45 
SPD 45 
SPE 40 
Level 1 : DESARME
Level 1 : TERREMOTO
Level 1 : PISOTÓN
Level 1 : RESIDUOS
Level 10: CICLÓN
Level 15: TÓXICO
Level 24: ADAPTACIÓN
Level 29: PUÑO METEORO
Level 38: GOLPES FURIA
Level 46: RESPLANDOR
Level 58: DEF. FÉRREA
Level 66: RECICLAJE

113 CHANSEY -> BLISSEY
HP  250
ATK 5  
DEF 5  
SPA 35 
SPD 105
SPE 50 
Level 1 : HOJA AGUDA
Level 1 : CLAVO CAÑÓN
Level 5 : LANZALLAMAS
Level 9 : TORNADO
Level 13: TRUCO
Level 17: PSICORRAYO
Level 23: IMAGEN
Level 29: PUÑO METEORO
Level 35: IMITACIÓN
Level 41: ATAQUE ALA
Level 49: PATADA ÍGNEA
Level 57: RAYO HIELO
Egg Moves:
 - PUÑO COMETA
 - ESTÍMULO
 - DANZA ESPADA
 - DOBLE FILO
 - PERFORADOR

114 TANGELA ->  (no evolution)
HP  65 
ATK 55 
DEF 115
SPA 100
SPD 40 
SPE 60 
Level 1 : REPETICIÓN
Level 1 : TERREMOTO
Level 4 : REFUERZO
Level 10: METRÓNOMO
Level 13: PICOTAZO
Level 19: BOFETÓN LODO
Level 22: TINIEBLAS
Level 28: CORTEFURIA
Level 31: PISOTÓN
Level 37: TELÉPATA
Level 40: DAÑO SECRETO
Level 46: VIENTO HIELO
Egg Moves:
 - TORMENTO
 - TAJO CRUZADO
 - TERREMOTO
 - FOCO ENERGÍA
 - PICO TALADRO
 - MOFA
 - RONQUIDO

115 KANGASKHAN ->  (no evolution)
HP  105
ATK 95 
DEF 80 
SPA 40 
SPD 80 
SPE 90 
Level 1 : COME SUEÑOS
Level 1 : PODER PASADO
Level 7 : EXPLOSIÓN
Level 13: TÓXICO
Level 19: GOLPE KARATE
Level 25: MÁS PSIQUE
Level 31: IMAGEN
Level 37: ESCUPIR
Level 43: SOMNÍFERO
Level 49: PUÑO MAREO
Egg Moves:
 - POLVO VENENO
 - REMOLINO
 - BOLA SOMBRA
 - FALSOTORTAZO
 - PICO TALADRO
 - DOBLE PATADA
 - PULPOCAÑÓN
 - RESERVA

116 HORSEA -> SEADRA
HP  30 
ATK 40 
DEF 70 
SPA 70 
SPD 25 
SPE 60 
Level 1 : RAYO BURBUJA
Level 8 : AEROCHORRO
Level 15: BURBUJA
Level 22: DOBLE RAYO
Level 29: PORTAZO
Level 36: ALA DE ACERO
Level 43: TELÉPATA
Level 50: CAMELO
Egg Moves:
 - MORDISCO
 - TRAGAR
 - PISOTÓN
 - GARRA METAL
 - CANTO
 - ONDA ÍGNEA
 - BOLA SOMBRA

117 SEADRA -> KINGDRA
HP  55 
ATK 65 
DEF 95 
SPA 95 
SPD 45 
SPE 85 
Level 1 : PARANORMAL
Level 1 : RAYO HIELO
Level 1 : AGARRE
Level 1 : CORNADA
Level 8 : RÁFAGA
Level 15: RAPIDEZ
Level 22: PSÍQUICO
Level 29: CICLÓN
Level 40: ONDA VOLTIO
Level 51: RIZO DEFENSA
Level 62: CHAPOTEOLODO

118 GOLDEEN -> SEAKING
HP  45 
ATK 67 
DEF 60 
SPA 35 
SPD 50 
SPE 63 
Level 1 : DOBLE FILO
Level 1 : ASCUAS
Level 1 : ONDA ÍGNEA
